Description,Sentiment
it's over spicy. too much chillies,
,
Mayo dip not received,
,
Ok ??,
,
"This time Wow! Momo scammed me, they took 40/- extra without our permission for cheese sizzler but after it was served not a pinch of cheese ?? was visible, it doesn't matter. The Moburg they served were totally cold ?? Please improve these kind of things.",
,
worst taste ever,
,
yunnmnmmyyyyy,
,
just wow very quick service with delicious food,
,
very nice,
,
cold food,
,
"they did not send even 1 packet of the chilly sauce.. besides me mentioning in notes that I want extra chilly sauce... not even 1 was provided, forget about extras.. who eats momos without its chilly sauce! terrible service",
,
Very bad,
,
cold food,
,
just wow very quick service with delicious food,
,
"they did not send even 1 packet of the chilly sauce.. besides me mentioning in notes that I want extra chilly sauce... not even 1 was provided, forget about extras.. who eats momos without its chilly sauce! terrible service",
,
yunnmnmmyyyyy,
,
Ok ??,
,
Mayo dip not received,
,
spillage of chutney all over food,
,
very nice,
,
very good delivery ??,
,
Chicken chilli and chicken pan fried is very spicy &amp; very Teaste......????????????...????????????????????????????....,
,
good taste,
,
Chicken darjeeling pan fried is very nice Teaste...?????????????????? burger Teaste is fabulous.....??????????????????????,
,
The moburg seemed to be a little burnt.,
,
Manchurian is not Cooked perfectly..,
,
Oily,
,
try to improve your service momo is cold not a hot,
,
Order very late,
,
try to improve your service momo is cold not a hot,
,
The moburg seemed to be a little burnt.,
,
Chicken darjeeling pan fried is very nice Teaste...?????????????????? burger Teaste is fabulous.....??????????????????????,
,
not fresh,
,
Chicken chilli and chicken pan fried is very spicy &amp; very Teaste......????????????...????????????????????????????....,
,
Manchurian is not Cooked perfectly..,
,
Oily,
,
good taste,
,
Follow the veg and non veg labels,
,
They sent stale momos,
,
very nice super,
,
taste was not so good,
,
On time,
,
taste was not so good,
,
very nice super,
,
They sent stale momos,
,
Follow the veg and non veg labels,
,
not fresh,
,
Order very late,
,
Delivered different items,
,
Good,
,
worst experience with wow momo Contai. I ordered something they gave something.,
,
too spicy momos. seems like u put the momos in the spicy chutni provided with darjeeling momos. i could barely feel the taste apart from red chilly,
,
the packaging was bad. all the chutney had spilled inside.,
,
not good,
,
the packaging was bad. all the chutney had spilled inside.,
,
too spicy momos. seems like u put the momos in the spicy chutni provided with darjeeling momos. i could barely feel the taste apart from red chilly,
,
Good,
,
Delivered different items,
,
On time,
,
items were missing from my order,
,
Had great time having delicious momoz at wow momo great atmosphere friendly staffing n mostly loved d momoz????,
,
I dint get my complete order ( Pepsi 2 ),
,
They didn't provide sauce.,
,
delivery boy good delivery,
,
I order every time from momo house.  However yesterday momos were not fresh and the outer cover was very thick and not very chewable,
,
Chiken  darjeeling panfried teast ......... is brilliant....?????????????????????????? ????????????????????????????,
,
The restaurant person was very rude. And he has not sent any dip/sauce. He said that there will be sauce with steamed momos,
,
"it was not Hakka noodles, it is normal veg noodles quantity was less, sauce was missing, delayed delivery ",
,
Thanks to wow momos for giving best momo ever I'm thankful for this kind of great taste.....it was great visit,
,
They didn't provide sauce.,
,
I dint get my complete order ( Pepsi 2 ),
,
items were missing from my order,
,
Had great time having delicious momoz at wow momo great atmosphere friendly staffing n mostly loved d momoz????,
,
not good,
,
worst experience with wow momo Contai. I ordered something they gave something.,
,
we orders 3 momos bt got only 2 chutney. I don't know why wow momos always is being stingy in chutney,
,
Momos are good but sauces are bad please make it better,
,
"I ordered the Chicken Chilli Momo (8pc) + Moburg (2pc) + Pepsi (2 Cans ) , the total  amounting to 199, and after discount around 150 !. . This is incredible value for money proposition/combo from Wow Momo !!. . The Momo were perfectly cooked with the right amount of chili flavor and garnishing! . . The Moburg too was good, the bread was soft, the filling crispy, the right amount of veggies and mayonnaise!. . Highly recommended !!",
,
undercooked trash,
,
very very bad experience,
,
yes teste was good but they didn't  add spoon for eat thn how can a person eat?????? disappointed  by service of wow momo staffs.,
,
Too much of spicy,
,
the dlvy boy was so good,
,
we orders 3 momos bt got only 2 chutney. I don't know why wow momos always is being stingy in chutney,
,
Amazing food . And reasonable,
,
fried momos were burnt.,
,
It’s good,
,
got only 3 momos and small in size no mayonis,
,
good??,
,
Thanks to wow momos for giving best momo ever I'm thankful for this kind of great taste.....it was great visit,
,
"it was not Hakka noodles, it is normal veg noodles quantity was less, sauce was missing, delayed delivery ",
,
Chiken  darjeeling panfried teast ......... is brilliant....?????????????????????????? ????????????????????????????,
,
delivery boy good delivery,
,
I order every time from momo house.  However yesterday momos were not fresh and the outer cover was very thick and not very chewable,
,
yes teste was good but they didn't  add spoon for eat thn how can a person eat?????? disappointed  by service of wow momo staffs.,
,
undercooked trash,
,
Momos are good but sauces are bad please make it better,
,
"I ordered the Chicken Chilli Momo (8pc) + Moburg (2pc) + Pepsi (2 Cans ) , the total  amounting to 199, and after discount around 150 !. . This is incredible value for money proposition/combo from Wow Momo !!. . The Momo were perfectly cooked with the right amount of chili flavor and garnishing! . . The Moburg too was good, the bread was soft, the filling crispy, the right amount of veggies and mayonnaise!. . Highly recommended !!",
,
Too much of spicy,
,
very very bad experience,
,
I order but they non veg but wow momos send me veg . I am not satisfied,
,
"I ordered steamed momos, this is something else with spicy gravy ",
,
It was written buy 1get 1. But I got only 1,
,
Had ordered tomato garlic sauce mono and have got schzewan sauce,
,
"Issue created by anshu.shah_gv@external.swiggy.in on Apr 2, 2022, 02:36 PM",
,
I am supposed to receive two Pepsi but i received only one?,
,
I didn't get the cheese dip and pepsi were not chilled either,
,
The order we placed is entirely different from what was delivered. Instead of chicken the entire order is veg,
,
I have received only veg momo. There was a buy one get one offer so one box is missing,
,
It seems to be old food . It smells and stinks,
,
Only 8 chilli chicken momo was there instead of 10,
,
"I ordered two types of Momos, got only one.",
,
Looks like the paneer is spoilt,
,
The food was cold as it arrived very late,
,
The chutney was spilled,
,
One is to one was free received only one item,
,
How do I upload a photo of yesterday item,
,
It only had 1 momo,
,
The chicken was too old had a weird smell,
,
"Half Burger is already ate by someone , disgusting service by you pepole",
,
"Issue created by m.vamshi2_cb@external.swiggy.in on Apr 1, 2022, 04:21 PM",
,
I had asked for two cheese dips and one Mayo. I got 2 Mayo dips and one cheese.,
,
"Issue created by rachit.kapor_tt@external.swiggy.in on Apr 3, 2022, 03:31 PM",
,
Salty too much salt in chili momo,
,
Add on of 1 chocolate momos is missing in my order,
,
I received a stale food which is smelling.,
,
I have received only 1 item from the order and that's chicken and cheese pan fried momo and not chicken fried momos,
,
Broken and smashed. Cold and stale,
,
"Issue created by debalina.biswas_kt@external.swiggy.in on Apr 2, 2022, 03:59 PM",
,
Good is rotten we have to throw the item,
,
"Issue created by shivam.00334_pr@external.swiggy.in on Apr 3, 2022, 03:13 PM",
,
"Ordered chicken and cheese pand fried momo, dono what momo they sent me..",
,
Fried momo ordered is not fried,
,
Only got 4 momos and 1 burger,
,
I had ordered for chicken and thy gve sent veg,
,
"Issue created by arvind.singh_ig@external.swiggy.in on Apr 3, 2022, 04:12 PM",
,
Ordered for 2 set but received one set only.,
,
Colddrink,
,
"I got 7up instead of pepsi, what kind of cheating is this",
,
No DIP recived,
,
I hv orderd two chicken pan fried momo in buy one get one offer and received one veg pan fried momo,
,
This was missing frim my order,
,
I ordered pan fried and they have sent steamed,
,
Both Pepsi missing,
,
There was a buy one get one offer but i have not receive that free one that is chicken darjeeling steam momo.,
,
Both momos were stale.  Bad odor coming from food. Could not be eaten.,
,
Food is completely cold,
,
Momos was too cold.,
,
The paneer was totally smelling and it was coming out like rubber,
,
We have ordered Veg Steam Momos and instead we have got Veg Darjeeling Momos.,
,
Chocolate momo was missing from the order,
,
The packaging of momo is torn and the burgers have spilled the content <br/>The food is cold,
,
Half of the items are not delivered,
,
Only five pieces in box,
,
Steamed Momos are missing,
,
"Issue created by vivek.6_pr@external.swiggy.in on Apr 2, 2022, 04:45 PM",
,
I ordered chicken cheese butter masala momo..but i have received veg momo,
,
How a person suppose to eat 5 momos with this amount of chutney....,
,
Only 1 box delivered,
,
There is no gravy inside the delivery boy was shaking this package while he was coming to my place,
,
"Issue created by amita.gosain_bpoc@external.swiggy.in on Apr 2, 2022, 09:49 AM",
,
I ordered buy 1 get 1 chicken cheese fried momo but i only received 1 packet of momo (5 pieces) i ordered 1 on 1 offer and now i am starving... I can show you my bill and also the packet i recieved,
,
"I got 7up instead of pepsi, what kind of cheating is this",
,
I didn?t got the dips along with it and also the fried mom was not good,
,
The food is too spicy,
,
We dont prefer 7 up. We ordered pepsi..please take it back...we dont drink 7 up,
,
I have received complaints spilled food,
,
Not received 2 pepsi,
,
Spillage issues,
,
No chutney has been provided... Normally 2 types of chutneys will be provided with momos at wow momos,
,
Both the items<br/>,
,
Food was rotten and taste was not looking like as from wowomo,
,
It?s said that it has coriander herbs etc. but this Momos only have steamed chicken,
,
No chutney is here this is the incomplete order I'm very disappointed ?,
,
I ordered 2 nos of chicken  Darjeeling momo with buy 1 get 1 offer. I had to receive 4 nos in total. But i received only 2 nos.,
,
Sauce missing. Only one sauce provided,
,
I only got momos. No burger and pepsi was delivered,
,
"Issue created by sai.kavya_cb@external.swiggy.in on Mar 29, 2022, 07:37 AM",
,
Ordered chicken steam momo and received chicken darjeeling momo,
